0,1838955
0,1830586
0,1821134
0,1837136
0,1831888
0,1840094
0,1830046
0,1800997
0,1829687
0,1826856
0,1831035
0,1799214
0,1832024
0,1782489
0,1784445
0,1787453
0,1789549
0,1791166
0,1787531
0,1783855
0,1780356
0,1781552
0,1781631
0,1805829
0,1818842
0,1782496
0,1782943
0,1785684
0,1788189
0,1790341
0,1787657
0,1785067
0,1781043
0,1779861
0,1781
0,1779529
0,1800008
0,1780355
0,1781953
0,1783071
0,1783769
0,1785719
0,1784816
0,1783628
0,1781391
0,178046
0,1779309
0,1810013
0,1816089
0,177917
0,1780447
0,1782556
0,1780917
0,1779832
0,1782519
0,1782664
0,1781808
0,1781128
0,1780192
0,1805117
0,182736
0,1779644
0,1780389
0,1781892
0,1782309
0,1780377
0,1780442
0,1781717
0,178124
0,1780407
0,178021
0,1811366
0,1812941
0,1779412
0,1780425
0,1781439
0,1781578
0,1781261
0,1780511
0,1780943
0,1780782
0,1780194
0,1779519
0,1780012
0,1831936
0,1779707
0,1779812
0,178014
0,1780129
0,1779826
0,1778579
0,1778699
0,1780388
0,1780343
0,1779913
0,1802965
0,1816506
0,1780324
0,1780133
0,1779389
0,178006
0,1780472
0,1781038
0,1780458
0,1781041
0,1781995
0,1781764
0,1814479
0,1802253
0,1779938
0,1780505
0,1779567
0,1780382
0,178096
0,1779944
0,1780332
0,1780325
0,1780258
0,1781202
0,1818557
0,1833759
0,1783801
0,1785357
0,1786296
0,1787644
0,1788863
0,1785441
0,1783724
0,178295
0,178211
0,1781885
0,1803936
0,178311
0,1784399
0,1786907
0,1790066
0,1795729
0,1796507
0,1789581
0,1787413
0,1784156
0,1782915
0,1782887
0,1780305
0,178338
0,1784897
0,178623
0,1789294
0,1787629
0,1790096
0,178851
0,178791
0,1784012
0,1782144
0,1782895
0,1780981
0,178118
0,1782954
0,1784407
0,1785857
0,1783429
0,1784835
0,1785212
0,1786155
0,1784229
0,1782333
0,1781592
0,1780633
0,178079
0,1781987
0,1782729
0,1784585
0,1780972
0,1779791
0,1782084
0,1785028
0,1784313
0,1782775
0,1782202
0,1780557
0,1780059
0,1782141
0,178263
0,1784003
0,1781921
0,1780224
0,1780978
0,1784001
0,1783611
0,1781867
0,1781227
0,1780536
0,1779632
0,1780676
0,1781207
0,1782024
0,1782243
0,1782044
0,178142
0,178173
0,1781645
0,1781682
0,1780813
0,1780889
0,1780601
0,1780881
0,1780552
0,1780726
0,1781108
0,1780809
0,1779597
0,1779492
0,1781196
0,1781831
0,1781137
0,1780506
0,178022
0,178019
0,1779812
0,1778942
0,1780111
0,178043
0,1780966
0,1780323
0,1780835
0,1780849
0,1780906
0,1779899
0,1779688
0,1780069
0,178051
0,177949
0,1779408
0,1780198
0,1780335
0,178032
0,178033
0,1781205
0,1781763
0,1781237
0,1833461
0,1785523
0,1786979
0,1788203
0,1789293
0,1790296
0,1786389
0,1784629
0,1784076
0,1782734
0,1782255
0,1780559
0,1783917
0,1786329
0,1788791
0,1793129
0,1801382
0,180417
0,1791501
0,1789346
0,1787739
0,1784932
0,1784101
0,1781286
0,1784614
0,178701
0,1788457
0,1793633
0,1790699
0,1795199
0,1790073
0,1789494
0,1787474
0,1784495
0,1784506
0,178213
0,1783194
0,1785493
0,1787055
0,1790455
0,1786774
0,1786033
0,1786053
0,178697
0,1787208
0,1784795
0,1783767
0,1782101
0,1783011
0,1784631
0,1785362
0,1786543
0,1782133
0,1779945
0,1781667
0,1784626
0,1786725
0,1784582
0,1783756
0,1782849
0,1781852
0,1784548
0,1785111
0,1786081
0,178295
0,1779934
0,1781397
0,1784392
0,1785896
0,1783624
0,1782658
0,178118
0,1781298
0,1783121
0,1783618
0,1784081
0,1783236
0,1781668
0,1781981
0,1782295
0,1783933
0,1783474
0,1782237
0,1781274
0,1781456
0,178196
0,1781608
0,1781231
0,1781687
0,1781649
0,1780619
0,1780491
0,1781883
0,178312
0,1782626
0,1781417
0,1781428
0,1780156
0,1779622
0,177842
0,1779852
0,1780393
0,1780743
0,1780196
0,1780681
0,1780014
0,177968
0,1779472
0,1780819
0,1780082
0,1780497
0,177918
0,1778714
0,1779825
0,1780423
0,1780395
0,1780118
0,178115
0,1781407
0,1780985
0,1821647
0,1786496
0,1788624
0,1789996
0,1791171
0,1791795
0,1787824
0,1785598
0,1785259
0,1783961
0,1782587
0,1780773
0,1784901
0,1787222
0,1790748
0,1796122
0,18041
0,180797
0,1793854
0,1790597
0,1789556
0,178694
0,1784797
0,1781868
0,1785387
0,1788051
0,1791191
0,1797553
0,1794619
0,1802892
0,1796433
0,1791272
0,1791122
0,1788133
0,1785797
0,178325
0,1785055
0,1787905
0,1790844
0,1795605
0,1791448
0,1787015
0,1786253
0,1787767
0,1790434
0,1787851
0,178587
0,1783869
0,1785168
0,1787208
0,1788736
0,1789067
0,17849
0,1780862
0,1781428
0,1784458
0,1789439
0,1787056
0,1785353
0,178483
0,1784076
0,1786865
0,178818
0,1788174
0,1784929
0,1780039
0,1781401
0,1783918
0,1788458
0,1786095
0,1784162
0,1783149
0,1782934
0,1784666
0,1786014
0,1786091
0,1785261
0,1781356
0,1781763
0,1782882
0,1786279
0,1785785
0,178368
0,1782215
0,1782255
0,1782722
0,1782562
0,1781717
0,1782143
0,1782516
0,1781469
0,1781399
0,1782619
0,1783736
0,1784051
0,1782631
0,1782305
0,1781058
0,17804
0,1778829
0,1780014
0,1780925
0,1781425
0,178083
0,1781096
0,1780391
0,1780411
0,1780317
0,178198
0,1781276
0,1780318
0,1778806
0,1778261
0,1779857
0,1780389
0,1780216
0,178001
0,1780909
0,1780286
0,178014
0,1837833
0,1788315
0,1789863
0,1791242
0,1790225
0,1791343
0,1789454
0,1787819
0,1787544
0,1786012
0,1784282
0,1828396
0,1786916
0,1793822
0,1794518
0,1800047
0,1800023
0,1805468
0,1795892
0,1797524
0,1795792
0,179135
0,1787395
0,1783147
0,1787507
0,180354
0,1795928
0,1801168
0,1797189
0,1807091
0,1802794
0,1811568
0,181003
0,1792198
0,1788168
0,1784602
0,1787003
0,1794893
0,1792691
0,1796451
0,1794392
0,1789572
0,1790224
0,1795098
0,1797653
0,1789265
0,1787559
0,1784741
0,1786358
0,1787753
0,1787549
0,1787959
0,1787982
0,1783436
0,1785289
0,1784849
0,1788998
0,1786499
0,1785281
0,1785316
0,1785218
0,1798876
0,1794143
0,1793806
0,1786568
0,1781361
0,1782861
0,1798422
0,1803132
0,1790134
0,1786489
0,1783915
0,178311
0,1781383
0,1782702
0,1782605
0,1785577
0,1781047
0,1781248
0,1777882
0,1781687
0,1782652
0,178199
0,1781837
0,1782237
0,1778446
0,1779132
0,1778286
0,1782182
0,1782502
0,1781198
0,1775558
0,1777605
0,178039
0,1782375
0,178227
0,1781384
0,1779379
0,1779062
0,1777593
0,1779694
0,1780748
0,1780908
0,1778878
0,1779135
0,1779373
0,1780402
0,1780999
0,1781949
0,1780832
0,1780545
0,1779101
0,17783
0,1779893
0,1780122
0,1780104
0,1779823
0,1780478
0,1779817
0,1779909
0,1840584
0,1790528
0,1791981
0,1792203
0,1789203
0,1789627
0,1791086
0,1789832
0,179023
0,1788131
0,17866
0,1784192
0,1789129
0,1804371
0,1804611
0,1803926
0,1796849
0,1799173
0,1797907
0,1801422
0,1806424
0,1797171
0,1792649
0,1784723
0,1790577
0,1821645
0,1812314
0,1804458
0,1799086
0,1806247
0,1807804
0,1821031
0,1832438
0,1798022
0,1793445
0,1785923
0,1790316
0,1817325
0,1813632
0,1799751
0,17973
